DATA,HORA,UFISICA,Tipo,Agent,Price (€/MW),MW_TOTAL,MW_RUNNING
2020-01-01 00:00:00,1,ALINDO,Hídrica,EDPGP,0.8,52.5,52.5
2020-01-01 00:00:00,1,ALINDO,Hídrica,EDPGP,0.82,37.5,90
2020-01-01 00:00:00,1,ALINDO,Hídrica,EDPGP,3.1,30,120
2020-01-01 00:00:00,1,ALINDO,Hídrica,EDPGP,3.12,39,159
2020-01-01 00:00:00,1,ALINDO,Hídrica,EDPGP,3.14,96,255
2020-01-01 00:00:00,2,ALINDO,Hídrica,EDPGP,0.8,52.5,52.5
2020-01-01 00:00:00,2,ALINDO,Hídrica,EDPGP,0.82,37.5,90
2020-01-01 00:00:00,2,ALINDO,Hídrica,EDPGP,3.99,19.5,109.5
2020-01-01 00:00:00,2,ALINDO,Hídrica,EDPGP,4.01,39,148.5
2020-01-01 00:00:00,2,ALINDO,Hídrica,EDPGP,4.03,96,244.5
2020-01-01 00:00:00,3,ALINDO,Hídrica,EDPGP,0.8,52.5,52.5
2020-01-01 00:00:00,3,ALINDO,Hídrica,EDPGP,0.82,37.5,90
2020-01-01 00:00:00,3,ALINDO,Hídrica,EDPGP,4.99,34.5,124.5
2020-01-01 00:00:00,3,ALINDO,Hídrica,EDPGP,5,34.5,159
2020-01-01 00:00:00,3,ALINDO,Hídrica,EDPGP,5.01,61.5,220.5
2020-01-01 00:00:00,4,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,4,ALINDO,Hídrica,EDPGP,5.29,37.5,105
2020-01-01 00:00:00,4,ALINDO,Hídrica,EDPGP,5.31,45,150
2020-01-01 00:00:00,5,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,5,ALINDO,Hídrica,EDPGP,4.99,37.5,105
2020-01-01 00:00:00,5,ALINDO,Hídrica,EDPGP,5.01,45,150
2020-01-01 00:00:00,6,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,6,ALINDO,Hídrica,EDPGP,5.49,37.5,105
2020-01-01 00:00:00,6,ALINDO,Hídrica,EDPGP,5.51,45,150
2020-01-01 00:00:00,7,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,7,ALINDO,Hídrica,EDPGP,4.94,37.5,105
2020-01-01 00:00:00,7,ALINDO,Hídrica,EDPGP,4.96,45,150
2020-01-01 00:00:00,8,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,8,ALINDO,Hídrica,EDPGP,4.99,37.5,105
2020-01-01 00:00:00,8,ALINDO,Hídrica,EDPGP,5.01,45,150
2020-01-01 00:00:00,9,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,9,ALINDO,Hídrica,EDPGP,4.57,37.5,105
2020-01-01 00:00:00,9,ALINDO,Hídrica,EDPGP,4.59,45,150
2020-01-01 00:00:00,10,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,10,ALINDO,Hídrica,EDPGP,7.09,37.5,105
2020-01-01 00:00:00,10,ALINDO,Hídrica,EDPGP,7.11,45,150
2020-01-01 00:00:00,11,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,11,ALINDO,Hídrica,EDPGP,8.28,37.5,105
2020-01-01 00:00:00,11,ALINDO,Hídrica,EDPGP,8.3,45,150
2020-01-01 00:00:00,12,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,12,ALINDO,Hídrica,EDPGP,5.59,37.5,105
2020-01-01 00:00:00,12,ALINDO,Hídrica,EDPGP,5.61,45,150
2020-01-01 00:00:00,13,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,13,ALINDO,Hídrica,EDPGP,0.82,37.5,105
2020-01-01 00:00:00,13,ALINDO,Hídrica,EDPGP,6.1,45,150
2020-01-01 00:00:00,14,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,14,ALINDO,Hídrica,EDPGP,0.82,37.5,105
2020-01-01 00:00:00,14,ALINDO,Hídrica,EDPGP,6.55,45,150
2020-01-01 00:00:00,15,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,15,ALINDO,Hídrica,EDPGP,0.82,37.5,105
2020-01-01 00:00:00,15,ALINDO,Hídrica,EDPGP,6.22,45,150
2020-01-01 00:00:00,16,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,16,ALINDO,Hídrica,EDPGP,5.57,37.5,105
2020-01-01 00:00:00,16,ALINDO,Hídrica,EDPGP,5.59,45,150
2020-01-01 00:00:00,17,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,17,ALINDO,Hídrica,EDPGP,4.99,37.5,105
2020-01-01 00:00:00,17,ALINDO,Hídrica,EDPGP,5.01,45,150
2020-01-01 00:00:00,18,ALINDO,Hídrica,EDPGP,0.8,52.5,52.5
2020-01-01 00:00:00,18,ALINDO,Hídrica,EDPGP,4.99,30,82.5
2020-01-01 00:00:00,18,ALINDO,Hídrica,EDPGP,5.01,36,118.5
2020-01-01 00:00:00,18,ALINDO,Hídrica,EDPGP,5.03,96,214.5
2020-01-01 00:00:00,19,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,19,ALINDO,Hídrica,EDPGP,0.82,37.5,105
2020-01-01 00:00:00,19,ALINDO,Hídrica,EDPGP,4.23,25.5,130.5
2020-01-01 00:00:00,19,ALINDO,Hídrica,EDPGP,4.24,30,160.5
2020-01-01 00:00:00,19,ALINDO,Hídrica,EDPGP,4.25,66,226.5
2020-01-01 00:00:00,20,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,20,ALINDO,Hídrica,EDPGP,0.82,37.5,105
2020-01-01 00:00:00,20,ALINDO,Hídrica,EDPGP,1.99,24,129
2020-01-01 00:00:00,20,ALINDO,Hídrica,EDPGP,2.01,28.5,157.5
2020-01-01 00:00:00,20,ALINDO,Hídrica,EDPGP,2.03,96,253.5
2020-01-01 00:00:00,21,ALINDO,Hídrica,EDPGP,0.8,52.5,52.5
2020-01-01 00:00:00,21,ALINDO,Hídrica,EDPGP,0.82,37.5,90
2020-01-01 00:00:00,21,ALINDO,Hídrica,EDPGP,2.99,37.5,127.5
2020-01-01 00:00:00,21,ALINDO,Hídrica,EDPGP,3.01,39,166.5
2020-01-01 00:00:00,21,ALINDO,Hídrica,EDPGP,3.03,96,262.5
2020-01-01 00:00:00,22,ALINDO,Hídrica,EDPGP,0.8,52.5,52.5
2020-01-01 00:00:00,22,ALINDO,Hídrica,EDPGP,0.82,37.5,90
2020-01-01 00:00:00,22,ALINDO,Hídrica,EDPGP,0.84,39,129
2020-01-01 00:00:00,22,ALINDO,Hídrica,EDPGP,1.99,40.5,169.5
2020-01-01 00:00:00,22,ALINDO,Hídrica,EDPGP,2,55.5,225
2020-01-01 00:00:00,22,ALINDO,Hídrica,EDPGP,2.01,40.5,265.5
2020-01-01 00:00:00,23,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,23,ALINDO,Hídrica,EDPGP,0.82,37.5,105
2020-01-01 00:00:00,23,ALINDO,Hídrica,EDPGP,4.39,61.5,166.5
2020-01-01 00:00:00,23,ALINDO,Hídrica,EDPGP,4.41,39,205.5
2020-01-01 00:00:00,23,ALINDO,Hídrica,EDPGP,4.43,57,262.5
2020-01-01 00:00:00,24,ALINDO,Hídrica,EDPGP,0.8,67.5,67.5
2020-01-01 00:00:00,24,ALINDO,Hídrica,EDPGP,0.82,37.5,105
2020-01-01 00:00:00,24,ALINDO,Hídrica,EDPGP,9.89,39,144
2020-01-01 00:00:00,24,ALINDO,Hídrica,EDPGP,9.91,36,180
2020-01-01 00:00:00,24,ALINDO,Hídrica,EDPGP,9.92,96,276
2020-01-02 00:00:00,1,ALINDO,Hídrica,EDPGP,0.84,69,69
2020-01-02 00:00:00,1,ALINDO,Hídrica,EDPGP,0.86,22.5,91.5
2020-01-02 00:00:00,1,ALINDO,Hídrica,EDPGP,0.88,30,121.5
2020-01-02 00:00:00,1,ALINDO,Hídrica,EDPGP,7.25,28.5,150
2020-01-02 00:00:00,1,FOZT,Hídrica,EDPGP,7.29,79.5,229.5
2020-01-02 00:00:00,2,ALINDO,Hídrica,EDPGP,0.84,69,69
2020-01-02 00:00:00,2,ALINDO,Hídrica,EDPGP,0.86,22.5,91.5
2020-01-02 00:00:00,2,ALINDO,Hídrica,EDPGP,6.49,30,121.5
2020-01-02 00:00:00,2,ALINDO,Hídrica,EDPGP,6.5,28.5,150
2020-01-02 00:00:00,3,ALINDO,Hídrica,EDPGP,0.84,69,69
2020-01-02 00:00:00,3,ALINDO,Hídrica,EDPGP,5.99,22.5,91.5
2020-01-02 00:00:00,3,ALINDO,Hídrica,EDPGP,6,30,121.5
2020-01-02 00:00:00,3,ALINDO,Hídrica,EDPGP,6.01,28.5,150
2020-01-02 00:00:00,4,ALINDO,Hídrica,EDPGP,0.84,69,69
2020-01-02 00:00:00,4,ALINDO,Hídrica,EDPGP,6.54,22.5,91.5
2020-01-02 00:00:00,4,ALINDO,Hídrica,EDPGP,6.55,30,121.5
2020-01-02 00:00:00,4,ALINDO,Hídrica,EDPGP,6.56,28.5,150
2020-01-02 00:00:00,5,ALINDO,Hídrica,EDPGP,0.84,69,69
2020-01-02 00:00:00,5,ALINDO,Hídrica,EDPGP,6.76,22.5,91.5
2020-01-02 00:00:00,5,ALINDO,Hídrica,EDPGP,6.77,30,121.5
2020-01-02 00:00:00,5,ALINDO,Hídrica,EDPGP,6.78,28.5,150
2020-01-02 00:00:00,6,ALINDO,Hídrica,EDPGP,0.84,69,69
2020-01-02 00:00:00,6,ALINDO,Hídrica,EDPGP,6.49,22.5,91.5
2020-01-02 00:00:00,6,ALINDO,Hídrica,EDPGP,6.5,30,121.5
2020-01-02 00:00:00,6,ALINDO,Hídrica,EDPGP,6.51,28.5,150
2020-01-02 00:00:00,7,ALINDO,Hídrica,EDPGP,0.84,69,69
2020-01-02 00:00:00,7,ALINDO,Hídrica,EDPGP,10.59,22.5,91.5
2020-01-02 00:00:00,7,ALINDO,Hídrica,EDPGP,10.6,30,121.5
2020-01-02 00:00:00,7,ALINDO,Hídrica,EDPGP,10.61,28.5,150
2020-01-02 00:00:00,8,PEGO4,Térmica,EGEN,0,48,48
2020-01-02 00:00:00,8,ALINDO,Hídrica,EDPGP,0.84,69,117
2020-01-02 00:00:00,8,ALINDO,Hídrica,EDPGP,0.86,22.5,139.5
2020-01-02 00:00:00,8,PEGO4,Térmica,EGEN,3,24,163.5
2020-01-02 00:00:00,8,PEGO4,Térmica,EGEN,6,24,187.5
2020-01-02 00:00:00,8,ALINDO,Hídrica,EDPGP,6.66,30,217.5
2020-01-02 00:00:00,8,ALINDO,Hídrica,EDPGP,6.67,28.5,246
2020-01-02 00:00:00,9,PEGO4,Térmica,EGEN,0,48,48
2020-01-02 00:00:00,9,RIBATE3,Térmica,EDPGP,0.82,30,78
2020-01-02 00:00:00,9,ALINDO,Hídrica,EDPGP,0.84,69,147
2020-01-02 00:00:00,9,PEGO4,Térmica,EGEN,2.34,24,171
2020-01-02 00:00:00,9,PEGO4,Térmica,EGEN,4.68,24,195
2020-01-02 00:00:00,9,RIBATE3,Térmica,EDPGP,5.19,46.5,241.5
2020-01-02 00:00:00,9,ALINDO,Hídrica,EDPGP,5.25,22.5,264
2020-01-02 00:00:00,9,ALINDO,Hídrica,EDPGP,5.26,30,294
2020-01-02 00:00:00,9,ALINDO,Hídrica,EDPGP,5.27,43.5,337.5
2020-01-02 00:00:00,10,PEGO4,Térmica,EGEN,0,48,48
2020-01-02 00:00:00,10,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,10,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,10,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,10,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,10,PEGO4,Térmica,EGEN,2.7,24,223.5
2020-01-02 00:00:00,10,PEGO4,Térmica,EGEN,5.4,24,247.5
2020-01-02 00:00:00,10,RIBATE3,Térmica,EDPGP,5.99,40.5,288
2020-01-02 00:00:00,10,LARES2,Térmica,EDPGP,6.03,30,318
2020-01-02 00:00:00,10,ALINDO,Hídrica,EDPGP,6.05,30,348
2020-01-02 00:00:00,10,ALINDO,Hídrica,EDPGP,6.06,36,384
2020-01-02 00:00:00,11,PEGO4,Térmica,EGEN,0,48,48
2020-01-02 00:00:00,11,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,11,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,11,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,11,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,11,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,11,PEGO4,Térmica,EGEN,1.58,24,253.5
2020-01-02 00:00:00,11,PEGO4,Térmica,EGEN,3.15,24,277.5
2020-01-02 00:00:00,11,RIBATE3,Térmica,EDPGP,3.49,45,322.5
2020-01-02 00:00:00,11,LARES2,Térmica,EDPGP,3.53,105,427.5
2020-01-02 00:00:00,12,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,12,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,12,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,12,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,12,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,12,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,12,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,12,PEGO3,Térmica,EGEN,1.8,24,253.5
2020-01-02 00:00:00,12,PEGO4,Térmica,EGEN,3.6,24,277.5
2020-01-02 00:00:00,12,LARES2,Térmica,EDPGP,3.99,57,334.5
2020-01-02 00:00:00,12,PEGO3,Térmica,EGEN,4,24,358.5
2020-01-02 00:00:00,12,RIBATE3,Térmica,EDPGP,4.01,52.5,411
2020-01-02 00:00:00,12,ALINDO,Hídrica,EDPGP,4.03,43.5,454.5
2020-01-02 00:00:00,12,PEGO4,Térmica,EGEN,4.5,24,478.5
2020-01-02 00:00:00,12,PEGO3,Térmica,EGEN,5,24,502.5
2020-01-02 00:00:00,12,PEGO4,Térmica,EGEN,5.5,24,526.5
2020-01-02 00:00:00,13,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,13,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,13,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,13,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,13,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,13,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,13,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,13,PEGO3,Térmica,EGEN,1.8,24,253.5
2020-01-02 00:00:00,13,PEGO4,Térmica,EGEN,3.6,24,277.5
2020-01-02 00:00:00,13,LARES2,Térmica,EDPGP,3.99,63,340.5
2020-01-02 00:00:00,13,PEGO3,Térmica,EGEN,4,24,364.5
2020-01-02 00:00:00,13,ALINDO,Hídrica,EDPGP,4.01,43.5,408
2020-01-02 00:00:00,13,RIBATE3,Térmica,EDPGP,4.03,52.5,460.5
2020-01-02 00:00:00,13,PEGO4,Térmica,EGEN,4.5,24,484.5
2020-01-02 00:00:00,13,PEGO3,Térmica,EGEN,5,24,508.5
2020-01-02 00:00:00,13,PEGO4,Térmica,EGEN,5.5,24,532.5
2020-01-02 00:00:00,14,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,14,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,14,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,14,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,14,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,14,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,14,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,14,PEGO3,Térmica,EGEN,1.8,24,253.5
2020-01-02 00:00:00,14,PEGO4,Térmica,EGEN,3.6,24,277.5
2020-01-02 00:00:00,14,LARES2,Térmica,EDPGP,3.99,64.5,342
2020-01-02 00:00:00,14,PEGO3,Térmica,EGEN,4,24,366
2020-01-02 00:00:00,14,RIBATE3,Térmica,EDPGP,4.01,52.5,418.5
2020-01-02 00:00:00,14,ALINDO,Hídrica,EDPGP,4.03,43.5,462
2020-01-02 00:00:00,14,PEGO4,Térmica,EGEN,4.5,24,486
2020-01-02 00:00:00,14,PEGO3,Térmica,EGEN,5,24,510
2020-01-02 00:00:00,14,PEGO4,Térmica,EGEN,5.5,24,534
2020-01-02 00:00:00,15,PEGO4,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,15,PEGO3,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,15,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,15,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,15,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,15,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,15,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,15,PEGO3,Térmica,EGEN,2.24,24,253.5
2020-01-02 00:00:00,15,PEGO4,Térmica,EGEN,4.48,24,277.5
2020-01-02 00:00:00,15,RIBATE3,Térmica,EDPGP,4.97,30,307.5
2020-01-02 00:00:00,15,PEGO3,Térmica,EGEN,4.98,24,331.5
2020-01-02 00:00:00,15,RIBATE3,Térmica,EDPGP,4.99,22.5,354
2020-01-02 00:00:00,15,LARES2,Térmica,EDPGP,5.01,105,459
2020-01-02 00:00:00,15,PEGO4,Térmica,EGEN,5.48,24,483
2020-01-02 00:00:00,15,PEGO3,Térmica,EGEN,5.98,24,507
2020-01-02 00:00:00,15,PEGO4,Térmica,EGEN,6.48,24,531
2020-01-02 00:00:00,16,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,16,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,16,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,16,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,16,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,16,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,16,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,16,PEGO3,Térmica,EGEN,2.25,24,253.5
2020-01-02 00:00:00,16,PEGO4,Térmica,EGEN,4.5,24,277.5
2020-01-02 00:00:00,16,RIBATE3,Térmica,EDPGP,4.99,30,307.5
2020-01-02 00:00:00,16,PEGO3,Térmica,EGEN,5,24,331.5
2020-01-02 00:00:00,16,RIBATE3,Térmica,EDPGP,5.01,22.5,354
2020-01-02 00:00:00,16,LARES2,Térmica,EDPGP,5.03,105,459
2020-01-02 00:00:00,16,PEGO4,Térmica,EGEN,5.5,24,483
2020-01-02 00:00:00,16,PEGO3,Térmica,EGEN,6,24,507
2020-01-02 00:00:00,16,PEGO4,Térmica,EGEN,6.5,24,531
2020-01-02 00:00:00,17,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,17,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,17,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,17,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,17,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,17,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,17,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,17,PEGO3,Térmica,EGEN,1.8,24,253.5
2020-01-02 00:00:00,17,PEGO4,Térmica,EGEN,3.6,24,277.5
2020-01-02 00:00:00,17,RIBATE3,Térmica,EDPGP,3.99,28.5,306
2020-01-02 00:00:00,17,PEGO3,Térmica,EGEN,4,24,330
2020-01-02 00:00:00,17,RIBATE3,Térmica,EDPGP,4.01,22.5,352.5
2020-01-02 00:00:00,17,LARES2,Térmica,EDPGP,4.03,105,457.5
2020-01-02 00:00:00,17,PEGO4,Térmica,EGEN,4.5,24,481.5
2020-01-02 00:00:00,17,PEGO3,Térmica,EGEN,5,24,505.5
2020-01-02 00:00:00,17,PEGO4,Térmica,EGEN,5.5,24,529.5
2020-01-02 00:00:00,18,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,18,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,18,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,18,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,18,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,18,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,18,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,18,PEGO3,Térmica,EGEN,1.53,24,253.5
2020-01-02 00:00:00,18,PEGO4,Térmica,EGEN,3.06,24,277.5
2020-01-02 00:00:00,18,RIBATE3,Térmica,EDPGP,3.39,27,304.5
2020-01-02 00:00:00,18,PEGO3,Térmica,EGEN,3.4,24,328.5
2020-01-02 00:00:00,18,RIBATE3,Térmica,EDPGP,3.41,22.5,351
2020-01-02 00:00:00,18,LARES2,Térmica,EDPGP,3.43,105,456
2020-01-02 00:00:00,18,PEGO4,Térmica,EGEN,3.9,24,480
2020-01-02 00:00:00,18,PEGO3,Térmica,EGEN,4.4,24,504
2020-01-02 00:00:00,18,PEGO4,Térmica,EGEN,4.9,24,528
2020-01-02 00:00:00,19,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,19,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,19,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,19,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,19,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,19,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,19,PEGO3,Térmica,EGEN,2.25,24,223.5
2020-01-02 00:00:00,19,PEGO4,Térmica,EGEN,4.5,24,247.5
2020-01-02 00:00:00,19,RIBATE3,Térmica,EDPGP,4.99,21,268.5
2020-01-02 00:00:00,19,PEGO3,Térmica,EGEN,5,24,292.5
2020-01-02 00:00:00,19,RIBATE3,Térmica,EDPGP,5.01,22.5,315
2020-01-02 00:00:00,19,LARES2,Térmica,EDPGP,5.03,30,345
2020-01-02 00:00:00,19,LARES2,Térmica,EDPGP,5.05,105,450
2020-01-02 00:00:00,19,PEGO4,Térmica,EGEN,5.5,24,474
2020-01-02 00:00:00,19,PEGO3,Térmica,EGEN,6,24,498
2020-01-02 00:00:00,19,PEGO4,Térmica,EGEN,6.5,24,522
2020-01-02 00:00:00,20,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,20,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,20,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,20,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,20,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,20,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,20,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,20,PEGO3,Térmica,EGEN,1.35,24,253.5
2020-01-02 00:00:00,20,PEGO4,Térmica,EGEN,2.7,24,277.5
2020-01-02 00:00:00,20,RIBATE3,Térmica,EDPGP,2.99,30,307.5
2020-01-02 00:00:00,20,PEGO3,Térmica,EGEN,3,24,331.5
2020-01-02 00:00:00,20,RIBATE3,Térmica,EDPGP,3.01,22.5,354
2020-01-02 00:00:00,20,LARES2,Térmica,EDPGP,3.03,105,459
2020-01-02 00:00:00,20,PEGO4,Térmica,EGEN,3.5,24,483
2020-01-02 00:00:00,20,PEGO3,Térmica,EGEN,4,24,507
2020-01-02 00:00:00,20,PEGO4,Térmica,EGEN,4.5,24,531
2020-01-02 00:00:00,21,PEGO4,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,21,PEGO3,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,21,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,21,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,21,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,21,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,21,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,21,PEGO3,Térmica,EGEN,1.35,24,253.5
2020-01-02 00:00:00,21,PEGO4,Térmica,EGEN,2.7,24,277.5
2020-01-02 00:00:00,21,RIBATE3,Térmica,EDPGP,2.99,30,307.5
2020-01-02 00:00:00,21,PEGO3,Térmica,EGEN,3,24,331.5
2020-01-02 00:00:00,21,RIBATE3,Térmica,EDPGP,3.01,22.5,354
2020-01-02 00:00:00,21,LARES2,Térmica,EDPGP,3.03,105,459
2020-01-02 00:00:00,21,PEGO4,Térmica,EGEN,3.5,24,483
2020-01-02 00:00:00,21,PEGO3,Térmica,EGEN,4,24,507
2020-01-02 00:00:00,21,PEGO4,Térmica,EGEN,4.5,24,531
2020-01-02 00:00:00,22,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,22,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,22,LARES2,Térmica,EDPGP,0.8,30,78
2020-01-02 00:00:00,22,RIBATE3,Térmica,EDPGP,0.82,30,108
2020-01-02 00:00:00,22,ALINDO,Hídrica,EDPGP,0.84,69,177
2020-01-02 00:00:00,22,ALINDO,Hídrica,EDPGP,0.86,22.5,199.5
2020-01-02 00:00:00,22,LARES2,Térmica,EDPGP,0.88,30,229.5
2020-01-02 00:00:00,22,PEGO3,Térmica,EGEN,1.8,24,253.5
2020-01-02 00:00:00,22,PEGO4,Térmica,EGEN,3.6,24,277.5
2020-01-02 00:00:00,22,RIBATE3,Térmica,EDPGP,3.99,30,307.5
2020-01-02 00:00:00,22,PEGO3,Térmica,EGEN,4,24,331.5
2020-01-02 00:00:00,22,RIBATE3,Térmica,EDPGP,4.01,22.5,354
2020-01-02 00:00:00,22,LARES2,Térmica,EDPGP,4.03,105,459
2020-01-02 00:00:00,22,PEGO4,Térmica,EGEN,4.5,24,483
2020-01-02 00:00:00,22,PEGO3,Térmica,EGEN,5,24,507
2020-01-02 00:00:00,22,PEGO4,Térmica,EGEN,5.5,24,531
2020-01-02 00:00:00,23,PEGO3,Térmica,EGEN,0,24,24
2020-01-02 00:00:00,23,PEGO4,Térmica,EGEN,0,24,48
2020-01-02 00:00:00,23,LARES2,Térmica,EDPGP,0.8,30,78
